Estatus,Transacción,Fecha de Transmisión,Proveedor,Tamaño del Archivo (KB),Número de Documentos,Estándar,Versión del Cliente,Tipo de Error,Tiempo de Procesamiento (ms),Canal de Transmisión,Sistema Receptor,Prioridad del Mensaje,Causa de la Falla,Detectado,Reportado por Cliente Final,Sistema Transmisor
Falla,810,2025-09-17,13965,442.65,22.0,EDIFACT,S4HANA,Sin respuesta,1388.06,FTPS,Legacy,Alta,Formato no soportado,Sí,Sí,EPICOR
Falla,856,2025-11-08,12283,692.23,7.0,EDIFACT,S4HANA,Formato inválido,913.2,AS2,Legacy,Alta,Desincronización de reloj,Sí,No,SIMTEL
Éxito,850,2025-04-12,28633,624.96,30.0,X12,410,Error de autenticación,765.55,API,SAP,Baja,Duplicado,Sí,No,LEGACY
Éxito,830,2025-03-20,19470,333.84,8.0,X12,ECC6.0,Desincronización de reloj,1319.01,API,Legacy,Alta,Formato no soportado,Sí,Sí,EPICOR
Éxito,856,2025-07-11,11371,474.68,19.0,X12,ECC6.0,Formato inválido,1169.58,API,SAP,Baja,Mal encoding,No,Sí,EPICOR
Falla,856,2025-03-24,6160,660.83,7.0,X12,R/3,Error de autenticación,1034.54,AS2,VAN,Alta,Error de autenticación,Sí,No,LEGACY
Falla,810,2025-10-04,3781,566.27,1.0,X12,ECC6.0,Error de autenticación,1201.93,AS2,SAP,Baja,Falta un campo mandatorio,Sí,No,SAP
Falla,810,2025-09-29,5250,508.91,16.0,X12,ECC6.0,Sin respuesta,1056.96,AS2,Legacy,Alta,Fallo en unidades de medida,Sí,No,LEGACY
Falla,830,2025-01-01,33282,267.48,40.0,X12,ECC6.0,Formato inválido,822.68,API,SAP,Baja,Formato no soportado,Sí,No,LEGACY
Falla,810,2025-11-03,4039,478.24,31.0,X12,ECC6.0,Error de autenticación,1530.77,OFTP,Legacy,Alta,Duplicado,No,Sí,SEEBURGER
Falla,862,2025-06-15,27093,521.04,39.0,X12,ECC6.0,Sin respuesta,1045.89,API,Legacy,Media,Error de autenticación,No,Sí,SEEBURGER
Éxito,810,2025-09-08,18328,294.4,27.0,EDIFACT,410,Timeout,1084.73,AS2,Legacy,Baja,Mal encoding,Sí,No,VAN
Falla,810,2025-01-10,19952,561.34,10.0,EDIFACT,SAP PI,Sin respuesta,1288.65,AS2,VAN,Alta,Certificado expirado,Sí,Sí,SIMTEL
Falla,862,2025-02-27,29759,429.82,34.0,X12,SAP PI,Formato inválido,1235.96,API,SAP,Alta,Falta un campo mandatorio,Sí,No,SIMTEL
Falla,830,2025-07-05,13491,530.13,47.0,X12,R/3,Sin respuesta,1124.08,API,SAP,Media,Mal encoding,Sí,No,SEEBURGER
Éxito,862,2025-06-07,29704,513.18,14.0,X12,ECC6.0,Timeout,831.95,OFTP,SAP,Baja,Duplicado,No,Sí,EPICOR
Falla,856,2025-05-03,26187,474.46,2.0,X12,S4HANA,Timeout,1116.61,API,SAP,Alta,Falta un campo mandatorio,No,Sí,LEGACY
Falla,862,2025-01-30,4035,579.16,39.0,EDIFACT,SAP PI,Formato inválido,1069.17,AS2,SAP,Baja,Falta un campo mandatorio,Sí,No,SEEBURGER
Éxito,850,2025-05-04,1589,528.13,22.0,EDIFACT,S4HANA,Desincronización de reloj,1214.01,API,Legacy,Media,Falta un campo mandatorio,No,Sí,SAP
Falla,856,2025-10-18,21275,771.59,26.0,X12,R/3,Sin respuesta,1208.24,API,Legacy,Alta,Fallo en unidades de medida,Sí,Sí,LEGACY
Falla,810,2025-02-10,23122,677.79,44.0,EDIFACT,S4HANA,Formato inválido,1477.62,OFTP,SAP,Media,Desincronización de reloj,No,Sí,SAP
Falla,856,2025-02-13,8078,398.76,5.0,EDIFACT,ECC6.0,Error de autenticación,1145.67,AS2,Legacy,Baja,Documento parcialmente transmitido,Sí,Sí,SIMTEL
Falla,830,2025-09-06,19826,618.68,38.0,EDIFACT,,Sin respuesta,1335.54,OFTP,SAP,Alta,Formato no soportado,Sí,No,LEGACY
Falla,830,2025-02-05,21195,426.34,16.0,EDIFACT,410,Timeout,1644.34,API,Legacy,Media,Desincronización de reloj,No,Sí,SEEBURGER
Éxito,862,2025-09-30,9764,382.57,12.0,X12,ECC6.0,Sin respuesta,1031.25,API,SAP,Media,Falta un campo mandatorio,No,Sí,SAP
Éxito,856,2025-03-06,18706,352.39,41.0,EDIFACT,SAP PI,Formato inválido,1313.66,API,SAP,Baja,Desincronización de reloj,Sí,No,SIMTEL
Éxito,810,2025-03-07,9573,464.18,44.0,X12,ECC6.0,Desincronización de reloj,1175.31,AS2,VAN,Media,Formato no soportado,No,Sí,SIMTEL
Falla,830,2025-12-04,29547,600.59,42.0,EDIFACT,ECC6.0,Desincronización de reloj,1337.77,API,Legacy,Baja,Desincronización de reloj,No,Sí,VAN
Falla,810,2025-09-01,18700,515.84,17.0,EDIFACT,S4HANA,Error de autenticación,1145.09,AS2,SAP,Alta,Falta un campo mandatorio,No,Sí,SIMTEL
Falla,850,2025-10-09,26480,550.85,25.0,EDIFACT,R/3,Formato inválido,1087.09,AS2,Legacy,Baja,Fallo en unidades de medida,Sí,Sí,EPICOR
Éxito,830,2025-03-26,19583,177.29,24.0,X12,ECC6.0,Sin respuesta,1904.25,API,Legacy,Alta,Mal encoding,Sí,Sí,SIMTEL
Falla,862,2025-05-16,14039,477.1,11.0,EDIFACT,SAP PI,Timeout,1233.9,API,SAP,Baja,Desincronización de reloj,No,Sí,LEGACY
Falla,850,2025-09-28,12609,394.75,18.0,X12,R/3,Sin respuesta,574.76,AS2,Legacy,Baja,Error de autenticación,Sí,No,SEEBURGER
Éxito,856,2025-11-07,8863,342.0,36.0,EDIFACT,ECC6.0,Sin respuesta,1590.93,API,SAP,Baja,Fallo en unidades de medida,No,Sí,EPICOR
Falla,810,2025-08-05,11735,,3.0,X12,R/3,Timeout,1485.44,FTPS,VAN,Alta,Error de autenticación,Sí,Sí,SEEBURGER
Éxito,830,2025-04-19,7192,507.09,19.0,X12,SAP PI,Error de autenticación,1263.57,API,SAP,Media,Documento parcialmente transmitido,Sí,No,SAP
Éxito,850,2025-10-04,23614,565.78,6.0,X12,S4HANA,Desincronización de reloj,1008.07,AS2,SAP,Media,Documento parcialmente transmitido,No,Sí,SAP
Éxito,850,2025-12-20,3454,408.96,23.0,X12,S4HANA,Desincronización de reloj,1147.85,SFTP,Legacy,Baja,Falta un campo mandatorio,No,Sí,LEGACY
Falla,830,2025-04-13,6464,,40.0,EDIFACT,410,Sin respuesta,1479.92,API,SAP,Media,Certificado expirado,No,Sí,LEGACY
Falla,856,2025-06-09,7487,,7.0,X12,SAP PI,Formato inválido,1450.75,API,Legacy,Baja,Desincronización de reloj,Sí,No,SAP
Falla,856,2025-07-24,9253,532.96,47.0,EDIFACT,ECC6.0,Desincronización de reloj,886.06,API,SAP,Media,Desincronización de reloj,No,Sí,EPICOR
Falla,862,2025-12-10,29370,414.17,44.0,EDIFACT,ECC6.0,Error de autenticación,1834.58,AS2,WEBEDI,Alta,Error de autenticación,Sí,Sí,SAP
Falla,856,2025-11-29,29779,450.27,47.0,X12,410,Error de autenticación,1251.16,AS2,SAP,Alta,Mal encoding,No,Sí,EPICOR
Falla,862,2025-07-11,12946,532.78,9.0,X12,SAP PI,Timeout,928.18,API,SAP,Baja,Error de autenticación,No,Sí,SEEBURGER
Falla,850,2025-08-13,6492,,2.0,X12,R/3,Formato inválido,626.32,OFTP,SAP,Media,Fallo en unidades de medida,No,Sí,SAP
Éxito,830,2025-09-22,21686,564.66,47.0,X12,R/3,Desincronización de reloj,1269.15,AS2,Legacy,Media,Documento parcialmente transmitido,No,Sí,EPICOR
Falla,856,2025-08-20,9948,389.2,45.0,EDIFACT,S4HANA,Formato inválido,1210.92,AS2,Legacy,Media,Certificado expirado,No,Sí,VAN
Éxito,862,2025-03-03,3432,,48.0,EDIFACT,R/3,Desincronización de reloj,1310.97,API,SAP,Baja,Formato no soportado,No,Sí,VAN
Falla,850,2025-05-07,18996,,47.0,X12,R/3,Timeout,1251.64,OFTP,Legacy,Baja,Documento parcialmente transmitido,No,Sí,SIMTEL
Falla,856,2025-04-26,2373,519.15,11.0,X12,SAP PI,Formato inválido,1675.02,API,VAN,Media,Formato no soportado,No,Sí,LEGACY
Falla,810,2025-02-02,9455,400.95,3.0,X12,SAP PI,Formato inválido,1174.11,API,Legacy,Media,Fallo en unidades de medida,Sí,Sí,VAN
Éxito,850,2025-06-23,22472,,42.0,EDIFACT,410,Desincronización de reloj,1169.64,AS2,Legacy,Media,Duplicado,No,Sí,EPICOR
Éxito,856,2025-01-11,24364,389.27,49.0,EDIFACT,SAP PI,Sin respuesta,1421.94,AS2,SAP,Media,Error de autenticación,No,Sí,SIMTEL
Éxito,850,2025-10-29,19446,548.74,30.0,X12,410,Desincronización de reloj,1149.76,AS2,SAP,Baja,Formato no soportado,Sí,Sí,SIMTEL
Éxito,830,2025-10-11,7027,479.4,8.0,EDIFACT,410,Formato inválido,1580.52,API,VAN,Baja,Documento parcialmente transmitido,Sí,Sí,LEGACY
Falla,830,2025-04-28,14421,439.95,37.0,EDIFACT,ECC6.0,Timeout,1158.87,API,Legacy,Media,Fallo en unidades de medida,No,Sí,VAN
Éxito,830,2025-10-29,31485,539.77,21.0,X12,,Timeout,858.58,OFTP,VAN,Alta,Desincronización de reloj,Sí,Sí,LEGACY
Falla,810,2025-04-23,22342,301.4,8.0,EDIFACT,SAP PI,Sin respuesta,1536.92,OFTP,Legacy,Alta,Duplicado,No,Sí,LEGACY
Falla,830,2025-01-04,7061,473.79,47.0,EDIFACT,410,Sin respuesta,405.52,AS2,SAP,Media,Formato no soportado,No,Sí,SAP
Éxito,810,2025-02-06,16890,389.33,11.0,X12,R/3,Formato inválido,1253.48,FTPS,WEBEDI,Baja,Fallo en unidades de medida,No,Sí,EPICOR
Éxito,830,2025-12-29,31091,364.95,41.0,EDIFACT,SAP PI,Sin respuesta,1394.79,OFTP,WEBEDI,Alta,Desincronización de reloj,No,Sí,SEEBURGER
Éxito,850,2025-11-20,25766,448.54,34.0,X12,R/3,Timeout,1157.08,API,SAP,Alta,Documento parcialmente transmitido,Sí,No,SIMTEL
Éxito,856,2025-01-31,10586,747.22,39.0,X12,410,Formato inválido,945.98,OFTP,Legacy,Baja,Error de autenticación,Sí,Sí,SEEBURGER
Éxito,856,2025-04-28,9216,563.21,16.0,X12,R/3,Sin respuesta,1584.62,API,VAN,Media,Duplicado,Sí,Sí,SIMTEL
Éxito,830,2025-02-04,20569,386.94,7.0,X12,S4HANA,Timeout,1147.79,API,SAP,Alta,Documento parcialmente transmitido,No,Sí,LEGACY
Éxito,856,2025-01-17,10939,621.09,4.0,EDIFACT,R/3,Sin respuesta,383.7,SFTP,SAP,Media,Desincronización de reloj,Sí,No,SAP
Éxito,830,2025-06-19,18631,369.33,32.0,X12,S4HANA,Timeout,1406.14,SFTP,SAP,Media,Mal encoding,No,Sí,VAN
Falla,830,2025-02-06,6744,651.73,37.0,X12,SAP PI,Formato inválido,1304.77,FTPS,Legacy,Media,Duplicado,No,Sí,SAP
Éxito,862,2025-09-21,30130,411.85,46.0,EDIFACT,410,Timeout,1063.15,API,SAP,Baja,Mal encoding,Sí,No,SIMTEL
Éxito,862,2025-05-02,8327,510.95,22.0,EDIFACT,R/3,Error de autenticación,995.14,SFTP,WEBEDI,Baja,Desincronización de reloj,Sí,No,VAN
Falla,862,2025-05-23,31175,708.56,7.0,EDIFACT,R/3,Desincronización de reloj,1385.63,OFTP,SAP,Alta,Error de autenticación,No,Sí,SAP
Éxito,810,2025-12-09,5586,464.96,13.0,X12,R/3,Timeout,1011.0,OFTP,Legacy,Baja,Duplicado,No,Sí,SAP
Falla,862,2025-09-06,7618,683.77,18.0,X12,410,Error de autenticación,1273.0,API,SAP,Baja,Certificado expirado,Sí,No,SAP
Falla,830,2025-04-20,18891,492.79,42.0,EDIFACT,R/3,Sin respuesta,1580.44,AS2,Legacy,Baja,Duplicado,Sí,No,SAP
Éxito,850,2025-10-04,26014,,34.0,EDIFACT,SAP PI,Desincronización de reloj,1890.54,AS2,SAP,Alta,Formato no soportado,Sí,No,EPICOR
Falla,862,2025-03-09,28817,411.39,13.0,EDIFACT,SAP PI,Timeout,1307.15,API,SAP,Baja,Falta un campo mandatorio,No,Sí,LEGACY
Falla,862,2025-10-20,22195,641.24,34.0,X12,SAP PI,Timeout,952.92,OFTP,SAP,Baja,Mal encoding,Sí,Sí,SIMTEL
Falla,850,2025-10-23,32338,450.44,29.0,EDIFACT,SAP PI,Formato inválido,1127.71,API,SAP,Baja,Duplicado,Sí,No,SAP
Falla,830,2025-08-31,30399,690.52,47.0,X12,ECC6.0,Timeout,857.44,OFTP,Legacy,Alta,Documento parcialmente transmitido,No,Sí,SAP
Éxito,810,2025-05-05,10583,437.22,5.0,X12,ECC6.0,Desincronización de reloj,1390.21,FTPS,SAP,Baja,Mal encoding,No,Sí,SIMTEL
Falla,862,2025-08-31,12184,,31.0,EDIFACT,,Sin respuesta,1431.52,AS2,Legacy,Media,Duplicado,No,Sí,SEEBURGER
Éxito,850,2025-07-28,16385,600.4,11.0,X12,R/3,Formato inválido,1377.5,API,Legacy,Baja,Formato no soportado,No,Sí,VAN
Falla,830,2025-04-08,4377,,38.0,EDIFACT,SAP PI,Desincronización de reloj,1106.58,AS2,SAP,Alta,Mal encoding,No,Sí,SEEBURGER
Falla,856,2025-02-18,27708,528.84,47.0,X12,ECC6.0,Timeout,1266.0,AS2,SAP,Alta,Error de autenticación,Sí,Sí,LEGACY
Falla,810,2025-02-19,29780,369.1,4.0,X12,ECC6.0,Desincronización de reloj,1318.26,AS2,SAP,Alta,Duplicado,Sí,No,VAN
Falla,850,2025-12-04,19911,511.02,7.0,EDIFACT,410,Desincronización de reloj,1116.98,FTPS,SAP,Media,Mal encoding,Sí,No,VAN
Éxito,850,2025-08-09,7057,537.11,23.0,EDIFACT,410,Sin respuesta,1276.46,SFTP,SAP,Media,Formato no soportado,Sí,No,VAN
Éxito,850,2025-07-01,21992,672.43,31.0,EDIFACT,R/3,Timeout,1339.18,API,WEBEDI,Media,Duplicado,Sí,Sí,VAN
Falla,862,2025-08-05,6742,452.16,17.0,EDIFACT,410,Error de autenticación,1182.89,FTPS,SAP,Alta,Documento parcialmente transmitido,No,Sí,SAP
Falla,856,2025-07-30,17407,533.75,10.0,X12,S4HANA,Formato inválido,1146.63,OFTP,WEBEDI,Media,Duplicado,No,Sí,VAN
Éxito,810,2025-08-28,32709,621.02,22.0,X12,S4HANA,Sin respuesta,942.97,AS2,Legacy,Baja,Mal encoding,No,Sí,VAN
Falla,830,2025-01-28,29399,504.26,,EDIFACT,410,Formato inválido,1227.34,API,Legacy,Baja,Duplicado,Sí,Sí,SEEBURGER
Falla,830,2025-12-11,16415,608.62,29.0,EDIFACT,S4HANA,Timeout,1346.79,AS2,WEBEDI,Baja,Falta un campo mandatorio,No,Sí,SAP
Falla,856,2025-12-01,7170,749.83,,X12,ECC6.0,Formato inválido,1154.48,SFTP,Legacy,Alta,Falta un campo mandatorio,Sí,No,EPICOR
Éxito,850,2025-11-27,6900,502.96,43.0,X12,SAP PI,Desincronización de reloj,1182.63,API,Legacy,Alta,Falta un campo mandatorio,Sí,No,LEGACY
Éxito,850,2025-02-20,10434,632.36,21.0,X12,SAP PI,Desincronización de reloj,1357.21,API,SAP,Baja,Fallo en unidades de medida,Sí,No,SIMTEL
Éxito,850,2025-02-01,15149,551.48,22.0,X12,S4HANA,,1411.79,SFTP,SAP,Alta,Desincronización de reloj,No,Sí,SAP
Falla,850,2025-07-26,32388,585.74,48.0,EDIFACT,ECC6.0,Error de autenticación,540.47,AS2,WEBEDI,Baja,Error de autenticación,No,Sí,LEGACY
Falla,850,2025-06-23,20893,570.5,39.0,EDIFACT,ECC6.0,Desincronización de reloj,1349.48,AS2,VAN,Baja,Duplicado,Sí,No,SEEBURGER
Éxito,856,2025-02-25,11669,606.65,40.0,EDIFACT,410,Desincronización de reloj,1363.75,SFTP,SAP,Media,Error de autenticación,Sí,No,VAN
Éxito,862,2025-05-08,8996,600.03,48.0,X12,ECC6.0,Timeout,1631.87,API,VAN,Alta,Error de autenticación,Sí,Sí,VAN
Éxito,810,2025-04-09,17106,492.97,48.0,EDIFACT,ECC6.0,Desincronización de reloj,1337.02,FTPS,SAP,Alta,Formato no soportado,No,Sí,SAP
Éxito,850,2025-04-08,21547,444.4,22.0,EDIFACT,ECC6.0,Error de autenticación,1104.54,SFTP,SAP,Alta,Formato no soportado,No,Sí,LEGACY
Falla,862,2025-10-02,23305,542.54,27.0,EDIFACT,SAP PI,Error de autenticación,1542.83,FTPS,Legacy,Baja,Mal encoding,No,Sí,VAN
Éxito,830,2025-08-18,29877,354.69,23.0,X12,S4HANA,Sin respuesta,1232.59,API,SAP,Media,Error de autenticación,No,Sí,LEGACY
Falla,856,2025-03-13,32420,561.86,4.0,EDIFACT,410,,1176.28,API,Legacy,Media,Formato no soportado,Sí,Sí,SIMTEL
Éxito,862,2025-08-05,15705,574.59,26.0,X12,410,Desincronización de reloj,1163.44,API,SAP,Media,Falta un campo mandatorio,No,Sí,VAN
Falla,850,2025-04-04,29648,482.11,39.0,X12,410,Formato inválido,1460.0,SFTP,Legacy,Alta,Error de autenticación,Sí,Sí,SIMTEL
Éxito,850,2025-05-23,20796,504.42,17.0,EDIFACT,R/3,Sin respuesta,1059.94,API,Legacy,Baja,Documento parcialmente transmitido,Sí,Sí,EPICOR
Éxito,850,2025-08-25,8398,591.19,3.0,X12,S4HANA,Error de autenticación,1301.62,SFTP,VAN,Baja,Error de autenticación,No,Sí,SAP
Éxito,862,2025-05-08,12777,574.71,17.0,X12,SAP PI,Sin respuesta,1339.43,OFTP,SAP,Alta,Error de autenticación,Sí,Sí,VAN
Éxito,850,2025-02-08,6986,592.68,43.0,EDIFACT,S4HANA,Timeout,830.96,API,Legacy,Media,Error de autenticación,No,Sí,SIMTEL
Falla,862,2025-08-15,7339,577.7,,EDIFACT,410,Desincronización de reloj,1882.78,AS2,WEBEDI,Media,Duplicado,No,Sí,EPICOR
Éxito,850,2025-10-09,18658,510.63,19.0,X12,,Desincronización de reloj,1280.78,SFTP,VAN,Baja,Desincronización de reloj,No,Sí,LEGACY
Falla,830,2025-02-20,3645,498.51,39.0,X12,S4HANA,,989.47,API,SAP,Baja,Duplicado,No,Sí,VAN
Falla,830,2025-01-26,15907,542.23,18.0,EDIFACT,ECC6.0,Error de autenticación,1258.01,AS2,SAP,Media,Falta un campo mandatorio,Sí,No,SAP
Falla,810,2025-11-30,10685,645.35,28.0,EDIFACT,S4HANA,Formato inválido,1254.17,API,Legacy,Media,Mal encoding,Sí,No,EPICOR
Falla,850,2025-10-04,27915,526.43,15.0,X12,,Error de autenticación,1348.49,AS2,SAP,Alta,Documento parcialmente transmitido,Sí,No,SIMTEL
Éxito,850,2025-01-08,7481,630.52,26.0,X12,410,Sin respuesta,757.77,API,SAP,Baja,Fallo en unidades de medida,No,Sí,SAP
Falla,862,2025-02-17,29890,296.73,35.0,X12,ECC6.0,Error de autenticación,1096.47,SFTP,Legacy,Baja,Duplicado,Sí,Sí,SIMTEL
Falla,862,2025-05-02,16193,532.16,16.0,X12,R/3,Sin respuesta,870.94,AS2,Legacy,Baja,Mal encoding,Sí,No,VAN
Falla,850,2025-03-27,30984,508.26,15.0,EDIFACT,SAP PI,Desincronización de reloj,1670.42,AS2,SAP,Alta,Duplicado,No,Sí,LEGACY
Éxito,810,2025-07-28,16380,333.42,5.0,X12,ECC6.0,Desincronización de reloj,1450.59,API,SAP,Alta,Documento parcialmente transmitido,No,Sí,EPICOR
Éxito,850,2025-09-06,13014,348.48,46.0,X12,SAP PI,Desincronización de reloj,1354.47,AS2,WEBEDI,Alta,Mal encoding,Sí,No,LEGACY
Éxito,862,2025-09-04,24282,546.13,24.0,X12,ECC6.0,Sin respuesta,970.64,API,WEBEDI,Media,Duplicado,No,Sí,VAN
Éxito,850,2025-04-20,13535,510.71,2.0,X12,410,Desincronización de reloj,846.17,API,SAP,Alta,Desincronización de reloj,Sí,Sí,VAN
Falla,862,2025-07-25,29330,579.05,36.0,EDIFACT,S4HANA,Timeout,1576.72,AS2,WEBEDI,Baja,Duplicado,Sí,No,SEEBURGER
Falla,850,2025-01-31,27952,240.32,45.0,EDIFACT,ECC6.0,Formato inválido,917.11,API,Legacy,Baja,Falta un campo mandatorio,No,Sí,LEGACY
Éxito,856,2025-03-26,9642,606.94,48.0,EDIFACT,410,Sin respuesta,1361.55,API,SAP,Baja,Formato no soportado,Sí,Sí,LEGACY
Falla,862,2025-07-14,16824,,31.0,EDIFACT,ECC6.0,Desincronización de reloj,1588.06,FTPS,WEBEDI,Baja,Desincronización de reloj,Sí,No,SEEBURGER
Falla,810,2025-01-02,21122,361.67,30.0,X12,R/3,Timeout,706.19,AS2,Legacy,Baja,Documento parcialmente transmitido,Sí,No,VAN
Falla,856,2025-07-19,9696,640.8,12.0,EDIFACT,SAP PI,Error de autenticación,1104.1,AS2,SAP,Alta,Documento parcialmente transmitido,Sí,Sí,SAP
Éxito,850,2025-05-16,23467,679.04,37.0,EDIFACT,ECC6.0,Formato inválido,1321.98,API,SAP,Baja,Fallo en unidades de medida,No,Sí,SAP
Éxito,862,2025-08-21,24173,366.64,21.0,X12,,Formato inválido,1265.93,AS2,Legacy,Alta,Falta un campo mandatorio,Sí,No,LEGACY
Falla,856,2025-05-27,9857,510.76,,X12,410,Desincronización de reloj,1282.28,OFTP,Legacy,Baja,Falta un campo mandatorio,Sí,No,SEEBURGER
Éxito,810,2025-08-05,14132,519.82,40.0,X12,S4HANA,Sin respuesta,1476.5,AS2,Legacy,Baja,Falta un campo mandatorio,Sí,No,SIMTEL
Éxito,862,2025-12-23,3398,320.24,37.0,X12,SAP PI,Sin respuesta,1313.4,API,SAP,Alta,Error de autenticación,Sí,No,LEGACY
Éxito,856,2025-10-12,31301,467.0,35.0,X12,S4HANA,Timeout,1326.93,AS2,Legacy,Baja,Duplicado,No,Sí,SEEBURGER
Éxito,856,2025-12-05,23318,640.41,22.0,EDIFACT,SAP PI,,1150.01,AS2,Legacy,Media,Duplicado,No,Sí,SAP
Éxito,856,2025-09-07,12933,414.0,45.0,EDIFACT,SAP PI,Desincronización de reloj,1291.88,SFTP,Legacy,Baja,Duplicado,Sí,Sí,SIMTEL
Falla,830,2025-03-21,20452,682.87,36.0,EDIFACT,ECC6.0,Formato inválido,824.58,AS2,SAP,Media,Duplicado,Sí,No,SIMTEL
Éxito,850,2025-04-08,9631,536.85,8.0,X12,S4HANA,Formato inválido,1691.63,API,Legacy,Media,Documento parcialmente transmitido,No,Sí,VAN
Falla,862,2025-06-01,33146,420.86,27.0,X12,S4HANA,Formato inválido,1135.22,API,SAP,Alta,Desincronización de reloj,No,Sí,SAP
Falla,862,2025-04-22,23602,504.51,27.0,EDIFACT,S4HANA,Desincronización de reloj,1391.54,OFTP,SAP,Media,Error de autenticación,No,Sí,SIMTEL
Éxito,862,2025-01-30,13200,353.65,36.0,EDIFACT,410,Error de autenticación,1130.89,FTPS,Legacy,Baja,Mal encoding,Sí,Sí,SIMTEL
Falla,856,2025-10-24,24637,542.82,7.0,X12,R/3,Desincronización de reloj,1267.97,OFTP,SAP,Alta,Certificado expirado,Sí,No,EPICOR
Falla,850,2025-10-05,4060,480.77,3.0,X12,ECC6.0,Formato inválido,957.74,AS2,VAN,Baja,Documento parcialmente transmitido,No,Sí,LEGACY
Falla,810,2025-02-01,16245,457.38,4.0,EDIFACT,S4HANA,Formato inválido,1387.4,AS2,Legacy,Baja,Formato no soportado,Sí,Sí,SEEBURGER
Éxito,862,2025-06-10,32656,355.39,24.0,X12,SAP PI,Sin respuesta,995.49,AS2,Legacy,Baja,Formato no soportado,No,Sí,SIMTEL
Éxito,850,2025-01-30,11031,491.91,8.0,EDIFACT,SAP PI,Formato inválido,1299.28,AS2,SAP,Baja,Documento parcialmente transmitido,Sí,Sí,SEEBURGER
Falla,850,2025-01-26,22522,520.51,45.0,EDIFACT,ECC6.0,Timeout,1860.19,API,Legacy,Media,Documento parcialmente transmitido,No,Sí,LEGACY
Éxito,830,2025-10-27,18497,362.97,13.0,EDIFACT,410,Desincronización de reloj,1360.61,SFTP,Legacy,Media,Duplicado,Sí,No,SEEBURGER
Éxito,862,2025-09-02,25631,608.11,9.0,EDIFACT,S4HANA,Sin respuesta,842.42,AS2,SAP,Alta,Desincronización de reloj,Sí,Sí,EPICOR
Éxito,856,2025-09-15,14688,527.79,20.0,EDIFACT,R/3,Sin respuesta,1262.67,AS2,VAN,Alta,Error de autenticación,No,Sí,LEGACY
Éxito,850,2025-09-29,19769,415.17,,X12,410,Error de autenticación,1230.63,FTPS,Legacy,Media,Falta un campo mandatorio,Sí,Sí,EPICOR
Falla,850,2025-03-22,21909,490.46,5.0,EDIFACT,ECC6.0,Error de autenticación,935.01,API,SAP,Alta,Formato no soportado,Sí,No,SAP
Falla,810,2025-01-30,4635,583.69,46.0,EDIFACT,S4HANA,Formato inválido,793.43,API,SAP,Baja,Mal encoding,Sí,Sí,LEGACY
Éxito,830,2025-09-18,27132,636.96,5.0,X12,ECC6.0,,1758.06,API,Legacy,Alta,Desincronización de reloj,No,Sí,VAN
Éxito,850,2025-02-11,19507,658.7,35.0,X12,ECC6.0,Timeout,1051.93,OFTP,VAN,Alta,Mal encoding,No,Sí,SEEBURGER
Falla,850,2025-04-06,17876,680.02,1.0,X12,ECC6.0,Sin respuesta,1054.2,AS2,Legacy,Baja,Formato no soportado,Sí,No,SIMTEL
Falla,856,2025-02-05,21167,366.96,42.0,X12,ECC6.0,Desincronización de reloj,1405.85,API,Legacy,Media,Fallo en unidades de medida,No,Sí,SIMTEL
Éxito,856,2025-11-01,31659,429.0,15.0,EDIFACT,R/3,Error de autenticación,708.84,API,SAP,Media,Error de autenticación,Sí,No,SIMTEL
Falla,810,2025-02-04,20495,,17.0,EDIFACT,ECC6.0,Sin respuesta,1279.54,FTPS,Legacy,Alta,Falta un campo mandatorio,Sí,No,SAP
Éxito,810,2025-12-12,16411,609.1,12.0,EDIFACT,SAP PI,Error de autenticación,1421.59,API,SAP,Media,Mal encoding,No,Sí,VAN
Éxito,810,2025-05-01,33324,482.71,46.0,EDIFACT,,Error de autenticación,1181.86,FTPS,SAP,Alta,Fallo en unidades de medida,No,Sí,SEEBURGER
Falla,856,2025-07-26,4570,626.27,36.0,X12,R/3,Timeout,1168.95,SFTP,Legacy,Media,Formato no soportado,No,Sí,SAP
Falla,856,2025-03-03,7987,358.28,43.0,X12,,Sin respuesta,1505.93,SFTP,Legacy,Alta,Mal encoding,No,Sí,LEGACY
Éxito,830,2025-10-19,19140,431.08,15.0,X12,S4HANA,Timeout,1415.53,API,SAP,Baja,Falta un campo mandatorio,No,Sí,VAN
Éxito,862,2025-05-07,4161,420.17,14.0,EDIFACT,410,Timeout,559.62,AS2,VAN,Baja,Formato no soportado,Sí,No,LEGACY
Falla,862,2025-10-24,30301,623.84,27.0,X12,R/3,Sin respuesta,1031.03,API,VAN,Baja,Certificado expirado,Sí,Sí,VAN
Éxito,830,2025-11-01,27119,570.08,22.0,EDIFACT,S4HANA,Desincronización de reloj,1302.92,API,WEBEDI,Media,Falta un campo mandatorio,No,Sí,VAN
Falla,862,2025-01-21,5953,297.1,9.0,EDIFACT,R/3,Error de autenticación,1074.49,FTPS,Legacy,Alta,Falta un campo mandatorio,Sí,Sí,VAN
Éxito,856,2025-11-14,27519,,47.0,X12,410,Timeout,1109.68,AS2,Legacy,Media,Formato no soportado,Sí,No,SIMTEL
Falla,862,2025-02-11,24987,595.94,21.0,X12,SAP PI,Desincronización de reloj,1597.2,AS2,SAP,Baja,Duplicado,Sí,No,VAN
