Estatus,Transacción,Fecha de Transmisión,Proveedor,Tamaño del Archivo (KB),Número de Documentos,Estándar,Versión del Cliente,Tipo de Error,Tiempo de Procesamiento (ms),Canal de Transmisión,Sistema Receptor,Prioridad del Mensaje,Causa de la Falla,Detectado,Reportado por Cliente Final,Sistema Transmisor,multa,retrabajo (hrs)
Éxito,810,2025-09-17,28588,472.27,69.0,EDIFACT,ECC6.0,Desincronización de reloj,1713.75,API,SAP,Alta,Desincronización de reloj,No,Sí,SAP,0.0,0.0
Éxito,810,2025-11-17,8914,495.59,72.0,EDIFACT,410,Timeout,1798.37,API,SAP,Media,Fallo en unidades de medida,Sí,No,SIMTEL,0.0,0.0
Éxito,856,2025-06-02,19706,387.16,57.0,EDIFACT,,Timeout,1404.9,API,SAP,Baja,Error de autenticación,No,Sí,LEGACY,0.0,0.0
Éxito,810,2025-11-24,22774,559.6,82.0,EDIFACT,S4HANA,Desincronización de reloj,2030.64,FTPS,SAP,Media,Duplicado,No,Sí,SAP,0.0,0.0
Éxito,810,2025-09-17,13965,442.65,65.0,EDIFACT,S4HANA,Sin respuesta,1606.26,FTPS,Legacy,Alta,Formato no soportado,Sí,Sí,EPICOR,0.0,0.0
Falla,856,2025-11-08,12283,692.23,101.0,EDIFACT,S4HANA,Formato inválido,2511.92,AS2,Legacy,Alta,Desincronización de reloj,Sí,No,SIMTEL,300.0,5.05
Falla,850,2025-04-12,28633,624.96,91.0,X12,410,Error de autenticación,2267.82,API,SAP,Baja,Duplicado,Sí,No,LEGACY,273.0,4.55
Éxito,830,2025-03-20,19470,333.84,49.0,X12,ECC6.0,Desincronización de reloj,1211.42,API,Legacy,Alta,Formato no soportado,Sí,Sí,EPICOR,0.0,0.0
Éxito,856,2025-07-11,11371,474.68,69.0,X12,ECC6.0,Formato inválido,1722.49,API,SAP,Baja,Mal encoding,No,Sí,EPICOR,0.0,0.0
Falla,856,2025-03-24,6160,660.83,97.0,X12,R/3,Error de autenticación,2397.98,AS2,VAN,Alta,Error de autenticación,Sí,No,LEGACY,291.0,4.85
Éxito,810,2025-10-04,3781,566.27,83.0,X12,ECC6.0,,2054.85,AS2,SAP,Baja,Falta un campo mandatorio,Sí,No,SAP,0.0,0.0
Éxito,810,2025-09-29,5250,508.91,74.0,X12,ECC6.0,Sin respuesta,1846.7,AS2,Legacy,Alta,Fallo en unidades de medida,Sí,No,LEGACY,0.0,0.0
Éxito,830,2025-01-01,33282,267.48,39.0,X12,ECC6.0,Formato inválido,970.62,API,SAP,Baja,Formato no soportado,Sí,No,LEGACY,0.0,0.0
Éxito,810,2025-11-03,4039,478.24,70.0,X12,ECC6.0,Error de autenticación,1735.41,OFTP,Legacy,Alta,Duplicado,No,Sí,SEEBURGER,0.0,0.0
Éxito,862,2025-06-15,27093,521.04,76.0,X12,,Sin respuesta,1890.72,API,Legacy,Media,Error de autenticación,No,Sí,SEEBURGER,0.0,0.0
Éxito,810,2025-09-08,18328,294.4,43.0,EDIFACT,410,Timeout,1068.3,AS2,Legacy,Baja,Mal encoding,Sí,No,VAN,0.0,0.0
Éxito,810,2025-01-10,19952,561.34,82.0,EDIFACT,SAP PI,,2036.96,AS2,VAN,Alta,Certificado expirado,Sí,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-02-27,29759,429.82,63.0,X12,SAP PI,Formato inválido,1559.71,API,SAP,Alta,Falta un campo mandatorio,Sí,No,SIMTEL,0.0,0.0
Éxito,830,2025-07-05,13491,530.13,77.0,X12,R/3,Sin respuesta,1923.7,API,SAP,Media,Mal encoding,Sí,No,SEEBURGER,0.0,0.0
Éxito,862,2025-06-07,29704,513.18,75.0,X12,ECC6.0,Timeout,1862.2,OFTP,SAP,Baja,Duplicado,No,Sí,EPICOR,0.0,0.0
Éxito,856,2025-05-03,26187,474.46,69.0,X12,S4HANA,Timeout,1721.69,API,SAP,Alta,Falta un campo mandatorio,No,Sí,LEGACY,0.0,0.0
Falla,862,2025-01-30,4035,579.16,85.0,EDIFACT,SAP PI,Formato inválido,2101.62,AS2,SAP,Baja,Falta un campo mandatorio,Sí,No,SEEBURGER,255.0,4.25
Éxito,850,2025-05-04,1589,528.13,77.0,EDIFACT,,Desincronización de reloj,1916.45,API,Legacy,Media,Falta un campo mandatorio,No,Sí,SAP,0.0,0.0
Falla,856,2025-10-18,21275,771.59,113.0,X12,R/3,Sin respuesta,2799.9,API,Legacy,Alta,Fallo en unidades de medida,Sí,Sí,LEGACY,300.0,5.65
Falla,810,2025-02-10,23122,677.79,99.0,EDIFACT,S4HANA,Formato inválido,2459.52,OFTP,SAP,Media,Desincronización de reloj,No,Sí,SAP,297.0,4.95
Éxito,856,2025-02-13,8078,398.76,58.0,EDIFACT,ECC6.0,Error de autenticación,,AS2,Legacy,Baja,Documento parcialmente transmitido,Sí,Sí,SIMTEL,0.0,0.0
Falla,830,2025-09-06,19826,618.68,90.0,EDIFACT,,Sin respuesta,2245.03,OFTP,SAP,Alta,Formato no soportado,Sí,No,LEGACY,270.0,4.5
Éxito,830,2025-02-05,21195,426.34,62.0,EDIFACT,410,Timeout,1547.08,API,Legacy,Media,Desincronización de reloj,No,Sí,SEEBURGER,0.0,0.0
Éxito,862,2025-09-30,9764,382.57,56.0,X12,ECC6.0,,1388.25,API,SAP,Media,Falta un campo mandatorio,No,Sí,SAP,0.0,0.0
Éxito,856,2025-03-06,18706,352.39,52.0,EDIFACT,SAP PI,Formato inválido,1278.73,API,SAP,Baja,Desincronización de reloj,Sí,No,SIMTEL,0.0,0.0
Éxito,810,2025-03-07,9573,464.18,68.0,X12,ECC6.0,Desincronización de reloj,1684.39,AS2,VAN,Media,Formato no soportado,No,Sí,SIMTEL,0.0,0.0
Falla,830,2025-12-04,29547,600.59,88.0,EDIFACT,ECC6.0,Desincronización de reloj,2179.39,API,Legacy,Baja,Desincronización de reloj,No,Sí,VAN,264.0,4.4
Éxito,810,2025-09-01,18700,515.84,75.0,EDIFACT,S4HANA,Error de autenticación,1871.85,AS2,SAP,Alta,Falta un campo mandatorio,No,Sí,SIMTEL,0.0,0.0
Éxito,850,2025-10-09,26480,550.85,81.0,EDIFACT,R/3,Formato inválido,1998.89,AS2,Legacy,Baja,Fallo en unidades de medida,Sí,Sí,EPICOR,0.0,0.0
Éxito,830,2025-03-26,19583,177.29,,X12,ECC6.0,Sin respuesta,643.34,API,Legacy,Alta,Mal encoding,Sí,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-05-16,14039,477.1,70.0,EDIFACT,SAP PI,Timeout,1731.27,API,SAP,Baja,Desincronización de reloj,No,Sí,LEGACY,0.0,0.0
Éxito,850,2025-09-28,12609,394.75,58.0,X12,R/3,Sin respuesta,1432.45,AS2,Legacy,Baja,Error de autenticación,Sí,No,SEEBURGER,0.0,0.0
Éxito,856,2025-11-07,8863,342.0,50.0,EDIFACT,ECC6.0,Sin respuesta,,API,SAP,Baja,Fallo en unidades de medida,No,Sí,EPICOR,0.0,0.0
Éxito,830,2025-04-19,7192,507.09,74.0,X12,SAP PI,Error de autenticación,1840.1,API,SAP,Media,Documento parcialmente transmitido,Sí,No,SAP,0.0,0.0
Éxito,850,2025-10-04,23614,565.78,83.0,X12,S4HANA,Desincronización de reloj,2053.07,AS2,SAP,Media,Documento parcialmente transmitido,No,Sí,SAP,0.0,0.0
Éxito,850,2025-12-20,3454,408.96,60.0,X12,S4HANA,Desincronización de reloj,1484.01,SFTP,Legacy,Baja,Falta un campo mandatorio,No,Sí,LEGACY,0.0,0.0
Éxito,856,2025-07-24,9253,532.96,78.0,EDIFACT,,,1933.97,API,SAP,Media,Desincronización de reloj,No,Sí,EPICOR,0.0,0.0
Éxito,862,2025-12-10,29370,414.17,61.0,EDIFACT,ECC6.0,Error de autenticación,1502.92,AS2,WEBEDI,Alta,Error de autenticación,Sí,Sí,SAP,0.0,0.0
Éxito,856,2025-11-29,29779,450.27,66.0,X12,410,Error de autenticación,1633.91,AS2,SAP,Alta,Mal encoding,No,Sí,EPICOR,0.0,0.0
Éxito,862,2025-07-11,12946,532.78,78.0,X12,SAP PI,Timeout,1933.32,API,SAP,Baja,Error de autenticación,No,Sí,SEEBURGER,0.0,0.0
Éxito,830,2025-09-22,21686,564.66,83.0,X12,R/3,Desincronización de reloj,2049.01,AS2,Legacy,Media,Documento parcialmente transmitido,No,Sí,EPICOR,0.0,0.0
Éxito,856,2025-08-20,9948,389.2,57.0,EDIFACT,S4HANA,Formato inválido,1412.31,AS2,Legacy,Media,Certificado expirado,No,Sí,VAN,0.0,0.0
Éxito,856,2025-04-26,2373,519.15,76.0,X12,SAP PI,Formato inválido,1883.86,API,VAN,Media,Formato no soportado,No,Sí,LEGACY,0.0,0.0
Éxito,810,2025-02-02,9455,400.95,59.0,X12,SAP PI,Formato inválido,1454.94,API,Legacy,Media,Fallo en unidades de medida,Sí,Sí,VAN,0.0,0.0
Éxito,856,2025-01-11,24364,389.27,57.0,EDIFACT,SAP PI,Sin respuesta,1412.56,AS2,SAP,Media,Error de autenticación,No,Sí,SIMTEL,0.0,0.0
Éxito,850,2025-10-29,19446,548.74,80.0,X12,410,Desincronización de reloj,1991.24,AS2,SAP,Baja,Formato no soportado,Sí,Sí,SIMTEL,0.0,0.0
Éxito,830,2025-10-11,7027,479.4,70.0,EDIFACT,410,Formato inválido,1739.62,API,VAN,Baja,Documento parcialmente transmitido,Sí,Sí,LEGACY,0.0,0.0
Éxito,830,2025-04-28,14421,439.95,64.0,EDIFACT,ECC6.0,Timeout,1596.46,API,Legacy,Media,Fallo en unidades de medida,No,Sí,VAN,0.0,0.0
Éxito,830,2025-10-29,31485,539.77,79.0,X12,,Timeout,1958.69,OFTP,VAN,Alta,Desincronización de reloj,Sí,Sí,LEGACY,0.0,0.0
Éxito,810,2025-04-23,22342,301.4,44.0,EDIFACT,SAP PI,Sin respuesta,1093.7,OFTP,Legacy,Alta,Duplicado,No,Sí,LEGACY,0.0,0.0
Éxito,830,2025-01-04,7061,473.79,69.0,EDIFACT,410,Sin respuesta,1719.26,AS2,SAP,Media,Formato no soportado,No,Sí,SAP,0.0,0.0
Éxito,810,2025-02-06,16890,389.33,57.0,X12,R/3,Formato inválido,1412.78,FTPS,WEBEDI,Baja,Fallo en unidades de medida,No,Sí,EPICOR,0.0,0.0
Éxito,830,2025-12-29,31091,364.95,53.0,EDIFACT,SAP PI,Sin respuesta,,OFTP,WEBEDI,Alta,Desincronización de reloj,No,Sí,SEEBURGER,0.0,0.0
Éxito,850,2025-11-20,25766,448.54,66.0,X12,R/3,Timeout,1627.64,API,SAP,Alta,Documento parcialmente transmitido,Sí,No,SIMTEL,0.0,0.0
Falla,856,2025-01-31,10586,747.22,109.0,X12,410,Formato inválido,2711.47,OFTP,Legacy,Baja,Error de autenticación,Sí,Sí,SEEBURGER,300.0,5.45
Éxito,856,2025-04-28,9216,563.21,82.0,X12,R/3,Sin respuesta,2043.74,API,VAN,Media,Duplicado,Sí,Sí,SIMTEL,0.0,0.0
Éxito,830,2025-02-04,20569,386.94,57.0,X12,S4HANA,,1404.11,API,SAP,Alta,Documento parcialmente transmitido,No,Sí,LEGACY,0.0,0.0
Falla,856,2025-01-17,10939,621.09,91.0,EDIFACT,R/3,Sin respuesta,2253.78,SFTP,SAP,Media,Desincronización de reloj,Sí,No,SAP,273.0,4.55
Éxito,830,2025-06-19,18631,369.33,54.0,X12,S4HANA,Timeout,1340.2,SFTP,SAP,Media,Mal encoding,No,Sí,VAN,0.0,0.0
Falla,830,2025-02-06,6744,651.73,95.0,X12,SAP PI,Formato inválido,2364.96,FTPS,Legacy,Media,Duplicado,No,Sí,SAP,285.0,4.75
Éxito,862,2025-09-21,30130,411.85,60.0,EDIFACT,410,Timeout,1494.5,API,SAP,Baja,Mal encoding,Sí,No,SIMTEL,0.0,0.0
Éxito,862,2025-05-02,8327,510.95,75.0,EDIFACT,R/3,Error de autenticación,1854.11,SFTP,WEBEDI,Baja,Desincronización de reloj,Sí,No,VAN,0.0,0.0
Falla,862,2025-05-23,31175,708.56,104.0,EDIFACT,R/3,,2571.18,OFTP,SAP,Alta,Error de autenticación,No,Sí,SAP,300.0,5.2
Éxito,810,2025-12-09,5586,464.96,68.0,X12,R/3,Timeout,1687.22,OFTP,Legacy,Baja,Duplicado,No,Sí,SAP,0.0,0.0
Falla,862,2025-09-06,7618,683.77,100.0,X12,410,Error de autenticación,2481.22,API,SAP,Baja,Certificado expirado,Sí,No,SAP,300.0,5.0
Éxito,830,2025-04-20,18891,492.79,72.0,EDIFACT,R/3,Sin respuesta,1788.21,AS2,Legacy,Baja,Duplicado,Sí,No,SAP,0.0,0.0
Éxito,862,2025-03-09,28817,411.39,60.0,EDIFACT,SAP PI,Timeout,1492.83,API,SAP,Baja,Falta un campo mandatorio,No,Sí,LEGACY,0.0,0.0
Falla,862,2025-10-20,22195,641.24,94.0,X12,SAP PI,Timeout,2326.89,OFTP,SAP,Baja,Mal encoding,Sí,Sí,SIMTEL,282.0,4.7
Éxito,850,2025-10-23,32338,450.44,66.0,EDIFACT,SAP PI,Formato inválido,1634.53,API,SAP,Baja,Duplicado,Sí,No,SAP,0.0,0.0
Falla,830,2025-08-31,30399,690.52,101.0,X12,ECC6.0,Timeout,2505.72,OFTP,Legacy,Alta,Documento parcialmente transmitido,No,Sí,SAP,300.0,5.05
Éxito,810,2025-05-05,10583,437.22,64.0,X12,ECC6.0,Desincronización de reloj,1586.56,FTPS,SAP,Baja,Mal encoding,No,Sí,SIMTEL,0.0,0.0
Falla,850,2025-07-28,16385,600.4,88.0,X12,R/3,Formato inválido,2178.7,API,Legacy,Baja,Formato no soportado,No,Sí,VAN,264.0,4.4
Éxito,856,2025-02-18,27708,528.84,77.0,X12,ECC6.0,Timeout,1919.02,AS2,SAP,Alta,Error de autenticación,Sí,Sí,LEGACY,0.0,0.0
Éxito,810,2025-02-19,29780,369.1,54.0,X12,ECC6.0,Desincronización de reloj,1339.37,AS2,SAP,Alta,Duplicado,Sí,No,VAN,0.0,0.0
Éxito,850,2025-12-04,19911,511.02,75.0,EDIFACT,410,Desincronización de reloj,1854.36,FTPS,SAP,Media,Mal encoding,Sí,No,VAN,0.0,0.0
Éxito,850,2025-08-09,7057,537.11,79.0,EDIFACT,410,Sin respuesta,1949.03,SFTP,SAP,Media,Formato no soportado,Sí,No,VAN,0.0,0.0
Falla,850,2025-07-01,21992,672.43,98.0,EDIFACT,R/3,Timeout,2440.07,API,WEBEDI,Media,Duplicado,Sí,Sí,VAN,294.0,4.9
Éxito,862,2025-08-05,6742,452.16,66.0,EDIFACT,410,Error de autenticación,1640.77,FTPS,SAP,Alta,Documento parcialmente transmitido,No,Sí,SAP,0.0,0.0
Éxito,856,2025-07-30,17407,533.75,78.0,X12,S4HANA,Formato inválido,1936.84,OFTP,WEBEDI,Media,Duplicado,No,Sí,VAN,0.0,0.0
Falla,810,2025-08-28,32709,621.02,91.0,X12,S4HANA,Sin respuesta,2253.52,AS2,Legacy,Baja,Mal encoding,No,Sí,VAN,273.0,4.55
Falla,830,2025-12-11,16415,608.62,89.0,EDIFACT,S4HANA,Timeout,2208.52,AS2,WEBEDI,Baja,Falta un campo mandatorio,No,Sí,SAP,267.0,4.45
Éxito,850,2025-11-27,6900,502.96,74.0,X12,SAP PI,Desincronización de reloj,1825.11,API,Legacy,Alta,Falta un campo mandatorio,Sí,No,LEGACY,0.0,0.0
Falla,850,2025-02-20,10434,632.36,92.0,X12,SAP PI,Desincronización de reloj,2294.67,API,SAP,Baja,Fallo en unidades de medida,Sí,No,SIMTEL,276.0,4.6
Éxito,850,2025-02-01,15149,551.48,81.0,X12,S4HANA,,2001.18,SFTP,SAP,Alta,Desincronización de reloj,No,Sí,SAP,0.0,0.0
Falla,850,2025-07-26,32388,585.74,86.0,EDIFACT,ECC6.0,Error de autenticación,2125.5,AS2,WEBEDI,Baja,Error de autenticación,No,Sí,LEGACY,258.0,4.3
Falla,850,2025-06-23,20893,570.5,83.0,EDIFACT,ECC6.0,Desincronización de reloj,2070.2,AS2,VAN,Baja,Duplicado,Sí,No,SEEBURGER,249.0,4.15
Falla,856,2025-02-25,11669,606.65,89.0,EDIFACT,410,Desincronización de reloj,2201.38,SFTP,SAP,Media,Error de autenticación,Sí,No,VAN,267.0,4.45
Falla,862,2025-05-08,8996,600.03,88.0,X12,ECC6.0,Timeout,2177.35,API,VAN,Alta,Error de autenticación,Sí,Sí,VAN,264.0,4.4
Éxito,810,2025-04-09,17106,492.97,72.0,EDIFACT,ECC6.0,Desincronización de reloj,1788.86,FTPS,SAP,Alta,Formato no soportado,No,Sí,SAP,0.0,0.0
Éxito,850,2025-04-08,21547,444.4,65.0,EDIFACT,ECC6.0,Error de autenticación,1612.61,SFTP,SAP,Alta,Formato no soportado,No,Sí,LEGACY,0.0,0.0
Éxito,862,2025-10-02,23305,542.54,79.0,EDIFACT,SAP PI,Error de autenticación,1968.74,FTPS,Legacy,Baja,Mal encoding,No,Sí,VAN,0.0,0.0
Éxito,830,2025-08-18,29877,354.69,52.0,X12,,Sin respuesta,,API,SAP,Media,Error de autenticación,No,Sí,LEGACY,0.0,0.0
Éxito,856,2025-03-13,32420,561.86,82.0,EDIFACT,410,,2038.84,API,Legacy,Media,Formato no soportado,Sí,Sí,SIMTEL,0.0,0.0
Falla,862,2025-08-05,15705,574.59,,X12,410,Desincronización de reloj,,API,SAP,Media,Falta un campo mandatorio,No,Sí,VAN,,
Éxito,850,2025-04-04,29648,482.11,70.0,X12,,Formato inválido,1749.45,SFTP,Legacy,Alta,Error de autenticación,Sí,Sí,SIMTEL,0.0,0.0
Éxito,850,2025-05-23,20796,504.42,74.0,EDIFACT,R/3,Sin respuesta,1830.41,API,,Baja,Documento parcialmente transmitido,Sí,Sí,EPICOR,0.0,0.0
Falla,850,2025-08-25,8398,591.19,86.0,X12,S4HANA,Error de autenticación,2145.28,SFTP,VAN,Baja,Error de autenticación,No,Sí,SAP,258.0,4.3
Falla,862,2025-05-08,12777,574.71,84.0,X12,SAP PI,Sin respuesta,2085.47,OFTP,SAP,Alta,Error de autenticación,Sí,Sí,VAN,252.0,4.2
Falla,850,2025-02-08,6986,592.68,87.0,EDIFACT,S4HANA,Timeout,2150.68,API,Legacy,Media,Error de autenticación,No,Sí,SIMTEL,261.0,4.35
Éxito,850,2025-10-09,18658,510.63,75.0,X12,,Desincronización de reloj,1852.94,SFTP,VAN,Baja,Desincronización de reloj,No,Sí,LEGACY,0.0,0.0
Éxito,830,2025-02-20,3645,498.51,73.0,X12,S4HANA,,1808.96,API,SAP,Baja,Duplicado,No,Sí,VAN,0.0,0.0
Éxito,830,2025-01-26,15907,542.23,79.0,EDIFACT,ECC6.0,Error de autenticación,1967.61,AS2,SAP,Media,Falta un campo mandatorio,Sí,No,SAP,0.0,0.0
Falla,810,2025-11-30,10685,645.35,94.0,EDIFACT,S4HANA,Formato inválido,2341.81,API,Legacy,Media,Mal encoding,Sí,No,EPICOR,282.0,4.7
Éxito,850,2025-10-04,27915,526.43,77.0,X12,,Error de autenticación,1910.28,AS2,SAP,Alta,Documento parcialmente transmitido,Sí,No,SIMTEL,0.0,0.0
Falla,850,2025-01-08,7481,630.52,92.0,X12,410,Sin respuesta,2287.99,API,SAP,Baja,Fallo en unidades de medida,No,Sí,SAP,276.0,4.6
Éxito,862,2025-02-17,29890,296.73,43.0,X12,ECC6.0,Error de autenticación,1076.76,SFTP,Legacy,Baja,Duplicado,Sí,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-05-02,16193,532.16,78.0,X12,R/3,Sin respuesta,1931.07,AS2,Legacy,Baja,Mal encoding,Sí,No,VAN,0.0,0.0
Éxito,850,2025-03-27,30984,508.26,74.0,EDIFACT,SAP PI,Desincronización de reloj,1844.34,AS2,SAP,Alta,Duplicado,No,Sí,LEGACY,0.0,0.0
Éxito,810,2025-07-28,16380,333.42,49.0,X12,ECC6.0,Desincronización de reloj,1209.9,API,SAP,Alta,Documento parcialmente transmitido,No,Sí,EPICOR,0.0,0.0
Éxito,850,2025-09-06,13014,348.48,51.0,X12,SAP PI,Desincronización de reloj,1264.54,AS2,WEBEDI,Alta,Mal encoding,Sí,No,LEGACY,0.0,0.0
Éxito,862,2025-09-04,24282,546.13,80.0,X12,ECC6.0,Sin respuesta,1981.76,API,WEBEDI,Media,Duplicado,No,Sí,VAN,0.0,0.0
Éxito,850,2025-04-20,13535,510.71,75.0,X12,410,Desincronización de reloj,1853.23,API,SAP,Alta,Desincronización de reloj,Sí,Sí,VAN,0.0,0.0
Falla,862,2025-07-25,29330,579.05,85.0,EDIFACT,S4HANA,Timeout,2101.22,AS2,WEBEDI,Baja,Duplicado,Sí,No,SEEBURGER,255.0,4.25
Éxito,850,2025-01-31,27952,240.32,35.0,EDIFACT,ECC6.0,Formato inválido,,API,Legacy,Baja,Falta un campo mandatorio,No,Sí,LEGACY,0.0,0.0
Falla,856,2025-03-26,9642,606.94,89.0,EDIFACT,410,Sin respuesta,2202.43,API,SAP,Baja,Formato no soportado,Sí,Sí,LEGACY,267.0,4.45
Éxito,810,2025-01-02,21122,361.67,53.0,X12,R/3,Timeout,1312.41,AS2,Legacy,Baja,Documento parcialmente transmitido,Sí,No,VAN,0.0,0.0
Falla,856,2025-07-19,9696,640.8,94.0,EDIFACT,SAP PI,Error de autenticación,2325.3,AS2,SAP,Alta,Documento parcialmente transmitido,Sí,Sí,SAP,282.0,4.7
Falla,850,2025-05-16,23467,679.04,99.0,EDIFACT,ECC6.0,Formato inválido,2464.06,API,SAP,Baja,Fallo en unidades de medida,No,Sí,SAP,297.0,4.95
Éxito,862,2025-08-21,24173,366.64,54.0,X12,,Formato inválido,,AS2,Legacy,Alta,Falta un campo mandatorio,Sí,No,LEGACY,0.0,0.0
Éxito,810,2025-08-05,14132,519.82,76.0,X12,S4HANA,Sin respuesta,1886.29,AS2,Legacy,Baja,Falta un campo mandatorio,Sí,No,SIMTEL,0.0,0.0
Éxito,862,2025-12-23,3398,320.24,47.0,X12,,Sin respuesta,1162.07,API,SAP,Alta,Error de autenticación,Sí,No,LEGACY,0.0,0.0
Éxito,856,2025-10-12,31301,467.0,68.0,X12,S4HANA,Timeout,1694.62,AS2,Legacy,Baja,Duplicado,No,Sí,SEEBURGER,0.0,0.0
Falla,856,2025-12-05,23318,640.41,94.0,EDIFACT,SAP PI,,2323.88,AS2,Legacy,Media,Duplicado,No,Sí,SAP,282.0,4.7
Éxito,856,2025-09-07,12933,414.0,61.0,EDIFACT,SAP PI,Desincronización de reloj,1502.3,SFTP,Legacy,Baja,Duplicado,Sí,Sí,SIMTEL,0.0,0.0
Falla,830,2025-03-21,20452,682.87,100.0,EDIFACT,,Formato inválido,2477.96,AS2,SAP,Media,Duplicado,Sí,No,SIMTEL,300.0,5.0
Éxito,850,2025-04-08,9631,536.85,78.0,X12,S4HANA,Formato inválido,1948.09,API,Legacy,Media,Documento parcialmente transmitido,No,Sí,VAN,0.0,0.0
Éxito,862,2025-06-01,33146,420.86,62.0,X12,S4HANA,Formato inválido,1527.19,API,,Alta,Desincronización de reloj,No,Sí,SAP,0.0,0.0
Éxito,862,2025-04-22,23602,504.51,74.0,EDIFACT,S4HANA,Desincronización de reloj,1830.74,OFTP,SAP,Media,Error de autenticación,No,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-01-30,13200,353.65,52.0,EDIFACT,410,Error de autenticación,1283.3,FTPS,Legacy,Baja,Mal encoding,Sí,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-10-24,24637,542.82,79.0,X12,R/3,Desincronización de reloj,1969.75,OFTP,SAP,Alta,Certificado expirado,Sí,No,EPICOR,0.0,0.0
Éxito,850,2025-10-05,4060,480.77,70.0,X12,,Formato inválido,1744.59,AS2,VAN,Baja,Documento parcialmente transmitido,No,Sí,LEGACY,0.0,0.0
Éxito,810,2025-02-01,16245,457.38,67.0,EDIFACT,,Formato inválido,1659.71,AS2,Legacy,Baja,Formato no soportado,Sí,Sí,SEEBURGER,0.0,0.0
Éxito,862,2025-06-10,32656,355.39,52.0,X12,SAP PI,Sin respuesta,1289.62,AS2,Legacy,Baja,Formato no soportado,No,Sí,SIMTEL,0.0,0.0
Éxito,850,2025-01-30,11031,491.91,72.0,EDIFACT,SAP PI,Formato inválido,1785.01,AS2,SAP,Baja,Documento parcialmente transmitido,Sí,Sí,SEEBURGER,0.0,0.0
Éxito,850,2025-01-26,22522,520.51,,EDIFACT,ECC6.0,Timeout,1888.8,API,Legacy,Media,Documento parcialmente transmitido,No,Sí,LEGACY,0.0,0.0
Éxito,830,2025-10-27,18497,362.97,53.0,EDIFACT,410,Desincronización de reloj,1317.12,SFTP,Legacy,Media,Duplicado,Sí,No,SEEBURGER,0.0,0.0
Falla,862,2025-09-02,25631,608.11,89.0,EDIFACT,S4HANA,Sin respuesta,2206.67,AS2,SAP,Alta,Desincronización de reloj,Sí,Sí,EPICOR,267.0,4.45
Éxito,856,2025-09-15,14688,527.79,77.0,EDIFACT,R/3,Sin respuesta,1915.21,AS2,,Alta,Error de autenticación,No,Sí,LEGACY,0.0,0.0
Éxito,850,2025-03-22,21909,490.46,72.0,EDIFACT,ECC6.0,,,API,SAP,Alta,Formato no soportado,Sí,No,SAP,0.0,0.0
Falla,810,2025-01-30,4635,583.69,85.0,EDIFACT,S4HANA,Formato inválido,2118.06,API,SAP,Baja,Mal encoding,Sí,Sí,LEGACY,255.0,4.25
Falla,830,2025-09-18,27132,636.96,93.0,X12,ECC6.0,,2311.36,API,Legacy,Alta,Desincronización de reloj,No,Sí,VAN,279.0,4.65
Falla,850,2025-02-11,19507,658.7,96.0,X12,ECC6.0,Timeout,2390.25,OFTP,VAN,Alta,Mal encoding,No,Sí,SEEBURGER,288.0,4.8
Falla,850,2025-04-06,17876,680.02,99.0,X12,ECC6.0,Sin respuesta,2467.62,AS2,Legacy,Baja,Formato no soportado,Sí,No,SIMTEL,297.0,4.95
Éxito,856,2025-02-05,21167,366.96,54.0,X12,ECC6.0,Desincronización de reloj,1331.6,API,Legacy,Media,Fallo en unidades de medida,No,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-11-01,31659,429.0,63.0,EDIFACT,,Error de autenticación,1556.73,API,SAP,Media,Error de autenticación,Sí,No,SIMTEL,0.0,0.0
Falla,810,2025-12-12,16411,609.1,89.0,EDIFACT,SAP PI,Error de autenticación,2210.27,API,SAP,Media,Mal encoding,No,Sí,VAN,267.0,4.45
Éxito,810,2025-05-01,33324,482.71,71.0,EDIFACT,,Error de autenticación,1751.63,FTPS,SAP,Alta,Fallo en unidades de medida,No,Sí,SEEBURGER,0.0,0.0
Falla,856,2025-07-26,4570,626.27,92.0,X12,R/3,Timeout,2272.57,SFTP,Legacy,Media,Formato no soportado,No,Sí,SAP,276.0,4.6
Éxito,856,2025-03-03,7987,358.28,52.0,X12,,Sin respuesta,1300.11,SFTP,Legacy,Alta,Mal encoding,No,Sí,LEGACY,0.0,0.0
Éxito,830,2025-10-19,19140,431.08,63.0,X12,S4HANA,Timeout,1564.28,API,SAP,Baja,Falta un campo mandatorio,No,Sí,VAN,0.0,0.0
Éxito,862,2025-05-07,4161,420.17,61.0,EDIFACT,410,,1524.69,AS2,VAN,Baja,Formato no soportado,Sí,No,LEGACY,0.0,0.0
Falla,862,2025-10-24,30301,623.84,91.0,X12,R/3,Sin respuesta,2263.75,API,VAN,Baja,Certificado expirado,Sí,Sí,VAN,273.0,4.55
Falla,830,2025-11-01,27119,570.08,83.0,EDIFACT,S4HANA,Desincronización de reloj,2068.67,API,WEBEDI,Media,Falta un campo mandatorio,No,Sí,VAN,249.0,4.15
